Полное ФИО;Серия Номер;Пункт Отправления;Пункт Назначения;Время Отправления;Время Прибытия;Номер Поезда;Вагон-Место;Цена;Карта
Якушева Яна Тимофеевна;6271_516314;Воронеж;Ростов-на-Дону;;;295.0;18_2;743.0;5469137471444806_
Ефимова Зарема Казимировна;7232_041543;Арзамас;Канаш;;;715.0;2_3;550.0;4567202560510100_
Воробьёва Елена Елистратовна;9614_365914;;;;;595.0;25_8;1570.0;4567244108231113_
Зайцев Артур Климентович;5014_357651;;;;2094-08-10T02:07;237.0;26_7;946.0;5334410477631660_
Янчук Кира Платоновна;2656_662455;;;;2032-02-09T18:40;399.0;4_9;523.0;4100216353171550_
Колесникова Дарья Денисовна;0129_799292;Махачкала;Москва;2030-07-16T09:15;2030-07-18T01:20;412.0;18_7;932.0;4300321654308372_
Ефремова Юнона Леонидовна;7739_666776;Петрозаводск;Кандалакша;2037-09-28T05:10;2037-09-28T14:10;;;597.0;5500043361881753_
Комарова Светлана Святославовна;3072_194650;;;2019-02-14T20:30;2019-02-15T13:20;;;4378.0;2204320244704054_
Богданова Инна Вадимовна;7006_427672;;;2072-07-30T23:22;;;;560.0;2204244480570817_
Куликова Ника Альбертовна;8829_898099;Ростов-на-Дону;Санкт-Петербург;2027-10-13T05:10;;;;606.0;4276877255447051_
Седов Семён Юрьевич;5915_615047;Москва (Ярославский);Хабаровск;2032-09-14T14:24;;;;868.0;2204041301544417_
Ефремова Элла Тарасовна;1033_498159;Сочи;Нижний Новгород;2013-07-20T00:50;2013-07-21T15:20;88.0;5_59;615.0;2202200357170832_
Ушаков Ярослав Наумович;2018_818535;Тула;Москва;2016-07-09T13:17;2016-07-09T15:19;762.0;13_15;579.0;4276613653127662_
Астафьев Георгий Александрович;8999_110548;Ковров;Москва;2013-10-06T12:15;2013-10-06T15:17;774.0;1_15;;
Кравцов Герман Эрнестович;;;Мин. Воды;2013-08-19T19:01;2013-08-19T23:02;681.0;16_3;;
Седов Борис Георгиевич;;;Киров;2031-06-07T16:10;2031-06-09T07:30;552.0;9_31;;
Зайцева Антонина Михайловна;;;Рязань;2052-08-02T20:05;2052-08-03T02:30;88.0;32_2;;
Зайцева Стелла Кристоферовна;;;Москва;2014-08-28T17:29;2014-08-28T19:51;730.0;;;
Куликова Эмилия Эрнестовна;0852_229521;Красноярск;;;2014-11-30T06:24;661.0;;;
Сорокин Мирон Андреевич;3275_985316;Без остановок;;;2014-12-11T14:12;705.0;;;
;;Кисловодск;Ростов-на-Дону;2044-02-08T15:15;2044-02-09T08:45;622.0;;;4567478837060812_
;;;;2065-01-29T09:55;2065-01-30T15:25;500.0;20_12;818.0;4567033865504172_
Соколовский Арсений Захарович;0659_674899;;;2014-04-23T20:51;2014-04-25T01:39;192.0;5_39;586.0;2200036408262088_
Морозов Денис Иванович;7986_372018;Тобольск;Москва;2057-05-18T18:51;2057-05-20T06:15;694.0;19_3;1562.0;4567285347511020_
Сидорова Элла Степановна;6321_804237;;;2035-05-30T14:30;2035-05-31T00:10;451.0;25_4;801.0;5334841060032843_
Морозов Дмитрий Серафимович;3050_332111;;;2086-07-23T11:30;2086-07-24T01:39;;;;2204037344235572_
Кузнецова Роза Семеновна;3783_283784;;;2033-05-29T23:09;;;;;5400620413862232_
Кондратьева Галина Германовна;3401_529113;;;2015-11-26T00:40;;;;;5100835033007106_
Мишин Альберт Архипович;3322_203853;;;2015-08-21T15:00;2015-08-21T18:02;52.0;27_11;;
Новиков Адам Архипович;0687_109742;Камышлов;Екатеринбург;2013-07-16T13:57;2013-07-16T15:18;750.0;8_61;;
Лобанова Ульяна Аркадьевна;3227_984064;Волгоград;Нижний Новгород;2036-07-26T23:15;;;;;
Попов Степан Прокофьевич;4876_359730;Волгоград;Екатеринбург;2022-03-10T07:57;;;;;
Николаев Климент Антонович;1071_676955;Сочи;Адлер;2016-04-13T11:06;;;;;
Алексеев Прохор Ярославович;4565_244572;Шаля;Пермь;2018-05-23T17:47;2018-05-23T21:51;636.0;21_8;;
Гуляева Римма Степановна;1720_376343;Москва;Рязань;2013-02-17T05:00;2013-02-17T11:01;247.0;27_8;680.0;2207733311863355_
Беляев Эмиль Прокофьевич;1880_196574;Волгоград;Ростов-на-Дону;2056-01-09T17:40;2056-01-10T01:15;181.0;31_4;;
Зимина Лиана Альбертовна;2191_773408;Москва;Тверь;2014-09-19T06:40;2014-09-19T07:41;701.0;3_2;;
Сидорова Любовь Романовна;2378_434828;Елец;Москва;2017-01-26T21:32;2017-01-27T00:34;720.0;5_32;581.0;4817236248485133_
Соколова Агния Семеновна;6799_269584;Волгоград;Новосибирск;2062-08-16T09:04;2062-08-18T15:52;271.0;5_14;730.0;2200820151078201_
Михайлов Руслан Власович;4729_077911;Ростов-на-Дону;Краснодар;2014-06-21T08:00;;;;509.0;4817218741472385_
Медведев Виктор Эльдарович;7554_369155;Ростов-на-Дону;;;;;;540.0;5500212657084527_
;;Москва (Восточный);;;;;;;5469743368107687_
;;Вологда;;;;;;;4000666324367462_
Соболева Жанна Тиграновна;9033_067071;Краснодар;;;;;;;5334508262654302_
Журавлев Кирилл Владленович;8015_273858;Ростов-на-Дону;Москва;2019-05-12T10:49;;;;;2202832066335704_
Тарасова София Арсеньевна;3670_842328;Коноша;Ухта;2019-01-15T08:04;;;;;2204563638366814_
Федоров Ярослав Пантелеевич;6692_502287;Адлер;Краснодар;2016-02-25T06:15;;;;;4567785211360486_
Самойлова Мария Дамировна;7346_510462;Симферополь;Москва;;;;32_14;1329.0;5486423777424658_
Киселев Антон Денисович;6298_878872;Арзамас;Владимир;;;;2_11;550.0;4300463715475622_
Калашникова Агния Робертовна;1331_739449;Краснодар;Воронеж;;;;;;5100753318762751_
Егоров Лаврентий Георгиевич;2336_375473;Краснодар;Ростов-на-Дону;2014-04-13T23:55;2014-04-14T08:35;;;;5100538663417373_
Макаров Виталий Тарасович;1848_444736;Череповец;Тихвин;2016-07-19T14:15;2016-07-19T18:15;;;;4276734067161242_
Родионова Ася Тиграновна;6499_450225;Нижний Новгород;Волгоград;2037-12-17T11:45;2037-12-18T23:05;325.0;5_33;648.0;2200233515723187_
Трофимов Никита Платонович;4381_914128;Чудово;;;;;;;5100588386706323_
Тарасова Анастасия Мироновна;6069_804444;Москва;;;;;;;5486515042411225_
;;Ростов-на-Дону;;;;;;;4300554182110046_
;;Москва;Рязань;2035-03-05T22:00;2035-03-06T04:25;;;;5400758211111312_
Ершова Алина Власовна;9381_202502;Киров;Вологда;2034-01-23T21:09;2034-01-24T06:57;;;;4100410383142517_
Кузнецова Доминика Николаевна;;;Казань;2017-08-02T15:47;2017-08-02T19:19;743.0;3_5;595.0;5100331286641521_
Бурова Лариса Юрьевна;;;Новороссийск;2024-12-26T08:42;2024-12-26T13:30;;;;2207331726376204_
Ершова Изабелла Еремеевна;;;Шуя;2014-03-15T06:00;2014-03-15T08:02;;;;5334778778434631_
Ефремов Артём Арсеньевич;;;Самара;2032-11-14T03:06;2032-11-14T13:43;;;;4000751612208682_
Дмитриев Клим Альбертович;8521_269336;Омск;;;2048-02-07T11:30;321.0;2_20;860.0;5100177056343606_
Елисеева Маргарита Платоновна;2063_454490;Волгоград;;;2065-12-12T10:20;108.0;21_8;1660.0;5469072833746255_
Филиппов Александр Эмильевич;3651_533336;Москва (Курский);;;;;9_38;525.0;4567133106850478_
Сидоров Владислав Маркович;2984_384706;Самара;;;;;28_4;1891.0;2200561763062786_
Янчук Октябрина Алексеевна;7011_742041;Луга;Санкт-Петербург;2017-10-11T20:49;;;21_23;521.0;5500454367574735_
Миронова Изабелла Алексеевна;6328_720500;Москва;Рязань;2018-03-07T11:20;;;;;4100264236215556_
Филиппов Фёдор Адамович;;;;2030-01-20T16:50;2030-01-21T00:50;201.0;;;2202042165756073_
Трофимов Иван Егорович;;;;2058-04-27T21:32;2058-04-28T06:24;363.0;4_1;2542.0;5100244556534057_
Гусева Вероника Платоновна;;;;2059-02-06T05:11;2059-02-08T03:06;410.0;10_11;665.0;4567270407006136_
Фёдорова Элеонора Константиновна;8087_113450;Москва;Краснодар;2037-03-07T17:50;2037-03-08T17:54;287.0;2_3;543.0;5500867304745213_
Алексеев Тимофей Викторович;5726_516845;Омск;Красноярск;2091-01-27T06:10;2091-01-27T19:03;81.0;26_5;871.0;5400377131640012_
Жданова Снежана Архиповна;;;;2029-05-11T10:25;2029-05-12T18:30;430.0;31_16;1424.0;5334274666141512_
Денисов Елисей Оскарович;;;;2014-08-03T14:45;2014-08-03T16:47;776.0;12_46;;
Самойлов Владимир Георгиевич;;;;;;16.0;19_11;;
Федоров Георгий Егорович;1917_811853;;;;;477.0;3_42;;
Алексеев Марк Матвеевич;4512_349352;;;;;399.0;22_3;684.0;4276172705774510_
Тарасова Милана Федоровна;5955_233552;Рязань;;;;408.0;5_2;521.0;4300052222574035_
Назарова Мария Кристоферовна;2389_960818;Грязи;;;;346.0;3_11;540.0;5400637757758254_
Кузнецова Юнона Елистратовна;4987_634236;Ростов-на-Дону;Москва;;;286.0;25_1;1197.0;5500005074238676_
Андреева Ясмина Юрьевна;5547_861658;Мичуринск;Москва;;;448.0;2_5;515.0;5486342131516654_
Миронов Елисей Тимофеевич;5456_273630;Омск;Анапа;;;441.0;3_1;20060.0;4100768246161078_
Соколова Элла Геннадиевна;1052_551516;Ростов-на-Дону;Казань;2015-03-08T07:59;2015-03-09T15:50;576.0;24_11;1417.0;5400167834206881_
Комарова Элла Георгиевна;7187_966457;Волгоград;Самара;2021-11-22T10:03;2021-11-22T21:39;630.0;;;5200340622183436_
Семенов Игнат Наумович;2469_415922;Волгоград;Омск;2068-04-12T20:15;2068-04-15T09:15;474.0;;;2207408562415028_
Андреев Адам Анатольевич;;;;2031-05-05T14:18;2031-05-06T02:20;542.0;8_33;629.0;4567776257034201_
Смирнов Глеб Львович;;;;2024-07-13T04:45;2024-07-13T14:45;283.0;1_15;518.0;4817226450737870_
Савельева Яна Дмитриевна;;;;2025-04-26T17:52;2025-04-26T20:40;163.0;1_2;505.0;5500756250272507_
Леонова Полина Вадимовна;1010_068848;Лиски;Воронеж;2016-05-14T22:33;2016-05-15T00:04;719.0;3_14;550.0;4276450882672044_
Петрова Елена Климентовна;7234_586014;Мичуринск;Ртищево;2017-11-12T09:40;2017-11-12T14:20;13.0;4_17;516.0;5200020166368101_
Елисеева Милана Еремеевна;6761_349360;Сочи;Ростов-на-Дону;2021-10-02T08:45;2021-10-02T17:45;590.0;6_2;537.0;4567472644533644_
Карпова Зарема Владимировна;7574_171760;Екатеринбург;Челябинск;;;;27_11;788.0;5400848117171122_
Самойлова Юлия Вадимовна;5646_697106;Москва;Санкт-Петербург;;;;28_10;874.0;4276850086258272_
Зимина Алиса Ефимовна;0302_863428;Волгоград;Симферополь;;;;24_3;1320.0;5400722251564808_
Макарова Ясмина Игоревна;4152_540559;Ростов-на-Дону;Краснодар;;;;;540.0;5500870877454546_
Гаврилова Надежда Савельевна;2212_255775;Москва (Восточный);Санкт-Петербург;2018-04-10T19:40;2018-04-11T03:40;;;;
;;;Краснодар;2039-04-26T14:24;2039-04-27T10:48;597.0;7_30;;
;;;Оренбург;2027-02-05T13:50;2027-02-06T06:40;131.0;3_1;4378.0;4300436506015465_
;;;;2017-04-09T00:05;2017-04-09T09:40;479.0;6_64;528.0;5486056654753743_
Котова Вера Вадимовна;9563_851193;;;2048-02-07T03:51;2048-02-08T14:56;49.0;;;5486157062582151_
Новиков Аполлон Олегович;8870_220186;Нижний Новгород;Новороссийск;2045-05-08T11:45;2045-05-10T16:45;325.0;;;5500711228751615_
Лазарев Влас Эрнестович;1376_317433;Шымкент;Сары-Агач;2077-11-18T07:40;2077-11-19T03:40;331.0;2_32;800.0;5500867463152034_
Дмитриев Матвей Лаврентьевич;1820_311253;Минск;Москва;2029-08-18T22:30;2029-08-19T06:30;30.0;1_12;514.0;5469363320867231_
Миронова Дина Альбертовна;8583_581476;Краснодар;Мин. Воды;2032-04-15T20:00;2032-04-16T06:00;691.0;12_10;;
Баранова Вероника Владимировна;6020_215396;Ростов-на-Дону;Москва (Восточный);2041-02-27T09:02;2041-02-28T01:04;180.0;2_11;;
Сидоров Савелий Климентович;2470_074746;Новосибирск;Омск;2096-01-06T09:40;2096-01-06T23:40;651.0;30_4;920.0;4100055302584201_
Кравцов Дмитрий Витальевич;7919_024210;Элиста;Москва;2017-11-06T05:00;2017-11-07T06:00;358.0;32_3;1220.0;5400154237051058_
Ефремова Мелания Власовна;9547_148198;Анапа;Волгоград;2037-11-08T15:00;2037-11-09T14:36;452.0;23_14;1179.0;4817837601124053_
Баранова Римма Лаврентьевна;4696_255330;Рязань;Саратов;2037-10-20T05:00;2037-10-20T19:00;13.0;34_2;936.0;4817866566533716_
Макарова Алина Георгиевна;7703_320573;Тула;Курск;2015-04-09T13:32;2015-04-09T17:36;729.0;6_13;573.0;5500454833212732_
Якушева Алина Михайловна;5369_304816;Уфа;Ростов-на-Дону;2026-01-27T20:10;2026-01-29T10:50;305.0;8_25;662.0;5100656014448582_
Семёнова Людмила Аркадьевна;6579_723770;Самара;Новосибирск;2082-06-26T14:36;2082-06-27T20:20;212.0;19_3;1481.0;5500871723501035_
Тарасов Давид Вадимович;3602_788552;Волгоград;Санкт-Петербург;2020-03-08T11:15;2020-03-10T08:15;676.0;7_74;662.0;5486682267088051_
Поляков Филипп Львович;2777_748873;Москва (Курский);Новороссийск;2026-01-21T10:35;2026-01-22T20:15;215.0;19_4;1611.0;4276771551272013_
;;Сызрань;Москва;;;12.0;16_15;630.0;5100546468456678_
;;Самара;;;;246.0;1_29;659.0;5469242042588824_
;;Самара;;;;;1_27;712.0;4100578573550078_
;;Самара;;;;;7_3;558.0;5200760360064431_
Щербакова Капитолина Владимировна;7247_813657;Ростов-на-Дону;Рязань;2036-05-13T23:32;;;11_33;543.0;4100352125667385_
Семёнова Октябрина Валентиновна;1846_933894;Краснодар;Волгоград;2017-08-05T01:21;;;1_7;552.0;4300863281711538_
;;Самара;;;;507.0;;;4567186533030011_
;;Москва;;;;247.0;;;5469227745656208_
Колесникова Фёкла Дамировна;9680_884419;Краснодар;;;;;;;5400577383876075_
Лазарева Майя Денисовна;0552_679221;Белгород;Курск;2015-04-15T11:30;2015-04-15T15:02;;;;5334862033266507_
Ефремов Авраам Павлович;1150_197596;;;2014-12-07T13:47;2014-12-07T15:33;;;547.0;2202352867861702_
Баранов Антон Вадимович;9028_641698;;;2015-08-18T17:45;2015-08-18T18:46;;;;5500827752367262_
Беляев Виталий Валентинович;6076_165215;;;2025-04-19T08:30;2025-04-19T13:30;416.0;;;2207676626817300_
Осипова Карина Ивановна;9497_177455;;;2019-11-28T20:42;2019-11-29T07:31;512.0;2_10;662.0;4817406547137330_
;;Санкт-Петербург;Чудово;2013-10-05T15:00;2013-10-05T16:01;737.0;5_31;527.0;2202753021378754_
;;Краснодар;Адлер;2014-06-22T04:56;2014-06-22T09:20;161.0;22_27;547.0;4817530512260684_
;;Владимир;Ковров;;;;1_13;554.0;5486483261765156_
;;Дзержинск;Владимир;;;;3_18;509.0;2202216286060053_
Калашникова Кира Владимировна;6681_798060;Санкт-Петербург;Москва (Восточный);;;;33_4;948.0;2207768040707503_
Русаков Ростислав Климович;1113_598254;Рязань;Рузаевка;2022-12-09T00:10;2022-12-09T06:10;93.0;5_1;1882.0;5100754017518551_
Денисов Авраам Елисеевич;9420_702667;Самара;Екатеринбург;2036-09-15T10:33;2036-09-16T00:24;256.0;1_7;524.0;4300574511763464_
Игнатов Серафим Матвеевич;7832_330759;Витебск;Орша;2026-01-14T19:36;2026-01-15T00:24;337.0;1_49;572.0;2207724362881352_
Баранов Захар Эльдарович;9960_511114;Крымская;Новороссийск;2013-05-19T09:01;2013-05-19T10:02;765.0;11_79;536.0;4817014675767626_
Антонов Эмиль Кириллович;7070_569776;Новороссийск;Нижний Новгород;2057-09-19T19:10;2057-09-21T22:10;490.0;23_6;2091.0;5200021686457278_
Новиков Емельян Эльдарович;0233_966671;Санкт-Петербург;Анапа;2031-01-10T23:29;2031-01-13T02:45;209.0;3_53;653.0;4000052251266816_
Баранова Тамара Ивановна;2281_938135;Санкт-Петербург;Екатеринбург;;;221.0;4_1;17480.0;5100334713436530_
Кудрявцева Лидия Тимофеевна;1742_416028;;;;;;;936.0;2204375080714621_
Новиков Станислав Ярославович;0115_760601;;;2035-09-07T01:25;2035-09-07T05:35;;;637.0;2200041578685666_
Соболев Захар Михайлович;8772_993927;Воронеж;Рязань;2024-04-22T08:42;2024-04-22T14:31;516.0;3_52;524.0;4276365567708032_
;;;Симферополь;2020-01-16T05:00;2020-01-16T14:00;153.0;22_1;597.0;2204047115128542_
;;;Брянск;2014-11-03T23:14;2014-11-04T01:16;187.0;18_13;558.0;2207711205302245_
;;;;;2049-09-30T14:20;444.0;28_16;730.0;5334788636231825_
Белов Эмиль Денисович;4570_165989;;;;2025-04-04T06:32;401.0;2_34;521.0;5486407352014628_
Фролова Наталья Станиславовна;7195_421351;;;;2032-02-22T21:54;535.0;33_3;869.0;5500141726656076_
;;;;;2055-10-17T01:25;285.0;2_9;;
;;;;2013-05-07T23:45;2013-05-08T23:12;361.0;13_12;;
Сергеев Николай Эльдарович;;;;2014-12-14T16:30;2014-12-14T21:14;102.0;3_1;;
Кузнецова Ульяна Игнатьевна;;;Симферополь;2017-10-10T17:02;2017-10-11T11:05;247.0;28_18;;
Русаков Иван Климович;;;Ростов-на-Дону;2029-04-05T00:47;2029-04-05T08:03;484.0;6_38;521.0;4100645257442353_
Зимина Арина Оскаровна;;;Волгоград;2031-04-04T08:52;;;31_1;791.0;5469251221618336_
Волков Савелий Даниилович;9518_024533;Лодейное Поле;Тверь;2028-08-05T17:31;;;31_4;781.0;4817544583127762_
;;Арзамас;Агрыз;2021-03-21T08:46;2021-03-21T18:22;653.0;15_15;788.0;2207865648233444_
;;Москва;Санкт-Петербург;2020-02-10T05:15;2020-02-10T11:30;742.0;7_25;;
;;Москва;Староминская;2016-04-27T22:15;2016-04-28T13:37;151.0;13_10;;
;;Ростов-на-Дону;;;2034-02-17T18:30;430.0;3_36;553.0;5400621734351025_
Баранов Савелий Никитич;3870_761354;Витебск;;;2037-09-28T11:57;113.0;4_2;520.0;4817448025544076_
Янчук Виктория Елистратовна;7287_804951;Киров;;;;237.0;34_6;1481.0;5334654726480735_
Кудрявцева Татьяна Арсеньевна;0467_051075;Москва;;;;369.0;29_7;1236.0;4567006531060132_
Карпов Леонид Наумович;6971_039976;Воронеж;;;;;5_1;10806.0;5334823556558033_
Федоров Макар Леонидович;2896_365605;Краснодар;Ростов-на-Дону;;;;4_38;542.0;2207330263155746_
Симонов Илья Вячеславович;7799_960103;Самара;Саратов;;;;;;
Андреева Лиана Львовна;7122_116115;Сочи;Адлер;;;539.0;;;
Коновалов Игнат Елистратович;0325_872054;Москва;;;2014-09-26T20:24;101.0;;;
Емельянов Сергей Савельевич;0265_527367;Казань;;;2014-04-15T11:30;321.0;20_8;;
Степанов Руслан Кузьмич;9635_015438;Сызрань;Тольятти;2017-04-18T03:33;2017-04-18T06:34;11.0;24_2;594.0;2207381262517866_
Андреев Артём Алексеевич;8662_282131;Поворино;Рязань;2020-03-16T03:26;2020-03-16T19:28;418.0;1_15;740.0;4276154116701468_
Комарова Виктория Прокофьевна;;;Мичуринск;2016-12-17T18:40;2016-12-18T18:43;417.0;25_9;1221.0;5334663078486624_
Кузнецова Полина Борисовна;;;Санкт-Петербург;2014-10-11T15:06;2014-10-11T17:48;707.0;7_23;548.0;2207312180803314_
Назаров Серафим Кузьмич;8622_695115;;;;2057-06-22T08:00;364.0;4_1;12941.0;5200786755016347_
Васильева Ульяна Владиславовна;6591_784287;;;;;;;1335.0;4276401361458211_
Орлов Клим Григорьевич;0401_949652;;;;;;;518.0;5400275221616237_
Волков Эмиль Эльдарович;6045_174734;Пермь;Санкт-Петербург;2030-09-18T06:27;;;;551.0;5486756758883084_
Полякова Мария Климентовна;5250_028140;Казань;Владимир;2023-11-29T22:45;2023-11-30T08:21;24.0;27_7;816.0;5500712666752524_
;;;Ростов-на-Дону;2025-04-01T11:35;2025-04-02T06:55;468.0;2_44;790.0;5500133150240503_
;;;Краснодар;2055-08-24T18:20;2055-08-26T05:40;381.0;;;2204570887325601_
;;;Краснодар;2013-07-19T10:46;2013-07-19T12:17;766.0;;;5334518622103166_
Полякова Изабелла Вадимовна;0467_866516;Ростов-на-Дону;Москва (Восточный);2033-08-04T04:51;2033-08-04T13:28;216.0;;;5100477127653337_
Самойлов Клим Прохорович;6837_723077;Тюмень;Екатеринбург;2048-12-31T01:40;2048-12-31T11:40;64.0;;;5500512540543734_
Тарасов Ефим Всеволодович;2282_519235;Иркутск;Москва;2052-07-16T11:18;2052-07-19T09:02;4.0;2_12;625.0;4100002430757861_
Лебедева Юнона Мироновна;7080_181633;Кисловодск;Самара;2044-09-03T15:45;2044-09-05T23:45;686.0;8_62;701.0;4817457760564265_
Назаров Кузьма Артёмович;1466_824092;Оренбург;Екатеринбург;2026-08-11T20:45;;;32_3;1077.0;2204232034201728_
Соколов Кирилл Артурович;0260_013089;Москва;Усинск;2025-11-26T16:50;;;27_10;1596.0;2200381220064030_
;;;Рязань;2014-07-25T20:00;;;32_3;634.0;5334870511323755_
;;;Москва;2013-07-26T03:30;;;2_10;536.0;4276108870114287_
;;;Владивосток;2125-04-09T22:34;2125-04-14T10:44;439.0;7_76;889.0;4100526543642362_
Афанасьева Анастасия Федоровна;6549_809683;Крымская;;;;648.0;2_2;510.0;5334105727614028_
Петрова Фёкла Валентиновна;5082_343617;Керчь;;;;232.0;21_23;669.0;4000475035115307_
Тарасова Диана Валентиновна;8211_493896;Волгоград;;;;530.0;17_3;618.0;2200678372132618_
;;Самара;Рязань;2018-07-23T00:30;2018-07-23T13:18;148.0;1_18;692.0;4567687728682058_
;;Омск;Ачинск;2023-02-17T11:30;2023-02-18T11:30;321.0;7_48;600.0;5500504156642151_
;;;;2040-03-03T02:04;;;;;4817237440858460_
;;;;2019-05-26T12:28;;;;;5400005718400482_
Назарова Полина Александровна;1379_835552;;;2035-11-07T00:06;;;;;4100150375656507_
Сергеев Лука Степанович;8724_003018;;;2019-05-22T22:56;2019-05-24T01:40;179.0;;;5200313357465251_
Орлов Мирон Миронович;;;;;2013-10-18T18:51;697.0;;;4817144467560356_
Кудрявцева Надежда Максимовна;;;;;2016-02-20T06:18;626.0;;;5469452683248206_
Кузьмин Сергей Артурович;;;;;2020-05-15T17:45;415.0;;;5200067317602772_
Сидоров Тигран Серафимович;;;;;2053-09-19T08:20;547.0;;;5100741406567248_
Емельянова Юлия Станиславовна;6245_815669;;;2014-09-22T05:00;2014-09-22T17:07;;;;4100712817188334_
Давыдов Максим Миронович;2135_377133;;;2040-04-04T06:25;2040-04-05T16:10;;;1006.0;4567203637542757_
Баранова Октябрина Филипповна;3556_187238;Рязань;Москва;2031-07-23T10:12;2031-07-23T15:00;204.0;20_6;644.0;4100555330522262_
Смирнова Валерия Всеволодовна;5243_140162;Туапсе;Адлер;2022-03-07T11:00;2022-03-07T15:10;299.0;2_5;562.0;2200873108762320_
Назарова Людмила Владленовна;2844_954953;Волгоград;Краснодар;2067-06-06T05:10;2067-06-06T14:10;463.0;20_15;597.0;5400133313074354_
Мельникова Эмилия Георгиевна;9878_269219;Армавир;Воронеж;2038-07-28T03:27;2038-07-28T14:39;424.0;19_15;836.0;4300013181348233_
Зимина Юнона Назаровна;8331_749787;Краснодар;;;;;21_5;682.0;4276721016361222_
Михайлов Георгий Кристоферович;2641_597963;Рязань;;;;;;;2202010718475764_
Гаврилов Адам Наумович;9204_575449;Волгоград;;;2014-06-02T11:05;585.0;;;2207115865652028_
Маслова Ева Аполлоновна;9773_962840;Воронеж;;;2035-07-19T19:24;189.0;;;5400126787467441_
Богданов Еремей Серафимович;9600_013263;Воронеж;Джанкой;2026-10-10T21:10;2026-10-11T16:10;561.0;;;4276032842736178_
Куликова Элла Прокофьевна;9752_323637;Москва;Вильнюс;2024-07-17T21:00;2024-07-18T11:24;379.0;22_1;975.0;4100356064170453_
Капустина Элла Васильевна;9289_670841;;;;2013-11-15T04:04;665.0;24_5;750.0;2204187223130114_
Ершова Евгения Архиповна;0970_660835;;;;2030-06-04T06:16;444.0;18_13;730.0;5400214576626834_
Фролова Ольга Тимофеевна;3559_740291;;;2075-12-25T18:50;2075-12-27T12:50;115.0;5_55;626.0;4567312034746243_
Сидорова Устинья Никитична;1331_505978;;;;;238.0;18_3;995.0;5486125713388601_
Козлов Павел Эльдарович;7284_444347;Красноярск;;;;685.0;19_1;2535.0;4100302585145430_
Зимина Лидия Марковна;0732_524327;Керчь;;;;;4_1;;
Колесникова Виталина Климентовна;8334_472213;Воронеж;Вологда;2018-11-07T19:15;;;26_10;;
Козлов Павел Степанович;1839_415966;Калуга;Брянск;2016-09-18T12:32;2016-09-18T16:36;627.0;28_3;;
;;Ейск;Староминская;;;;;;
;;Самара;Саратов;;;;;785.0;2202372016641141_
;;Краснодар;Новороссийск;;;;;617.0;5200832806537066_
;;Краснодар;Волгоград;2061-03-06T01:21;2061-03-07T06:33;250.0;21_9;1376.0;4100545635615657_
Виноградов Давид Еремеевич;8120_505028;Сочи;Москва;2028-03-31T13:51;2028-04-01T08:15;264.0;3_19;555.0;5200173842083007_
Макаров Ростислав Степанович;1077_489398;Краснодар;Минеральные Воды;2019-02-20T17:53;2019-02-21T07:55;49.0;;;
Некрасов Михаил Пантелеевич;1765_758069;Рязань;Рузаевка;2018-04-28T16:52;2018-04-28T19:14;;;;
Морозов Назар Альбертович;1085_234702;Челябинск;Оренбург;2013-11-25T23:30;2013-11-26T19:00;;;;
Афанасьев Геннадий Кристоферович;0939_391539;Тюмень;Нижневартовск;2059-10-18T06:07;2059-10-18T17:20;;;;4000438643556635_
Попова Устинья Степановна;6571_397204;Ростов-на-Дону;Омск;2043-08-10T20:25;2043-08-13T04:25;;;;5100225451672634_
Захарова Галина Данииловна;5466_543743;Краснодар;Новороссийск;2058-11-22T17:30;2058-11-23T07:30;583.0;3_1;3725.0;5500047370738070_
Шмелёва Софья Ивановна;3943_622734;Тверь;Москва;2027-08-18T02:03;2027-08-18T06:19;666.0;2_24;564.0;4567006084283734_
Петров Тимофей Фёдорович;1270_225144;Тверь;Вытегра;2017-12-04T10:32;2017-12-04T14:56;17.0;13_45;515.0;5100424403417573_
Ершов Адам Георгиевич;6786_437325;Анапа;Воронеж;2031-01-10T00:45;2031-01-10T17:33;536.0;5_45;560.0;4817528111358678_
Фёдорова Людмила Львовна;8917_246335;Вологда;Санкт-Петербург;2037-07-19T02:09;2037-07-19T11:45;664.0;13_60;534.0;4100748175664205_
Борисов Николай Олегович;9704_782779;;;;2015-04-03T08:40;56.0;26_9;1230.0;2207261308141802_
Голубев Прокофий Антонович;3306_501602;;;;2077-12-06T04:25;352.0;9_7;600.0;5469600418878205_
;;;;;2026-02-04T10:04;497.0;5_30;536.0;5400068430301746_
;;Волгоград;Самара;2017-07-29T19:21;2017-07-30T05:33;550.0;1_30;653.0;4276051500326364_
Баранов Глеб Арсеньевич;4214_535475;Нижний Новгород;Шахунья;2020-08-02T06:00;2020-08-02T09:20;605.0;4_1;1268.0;5400768061754324_
Морозова Александра Пантелеевна;1359_621326;Великие Луки;Осташков;2014-05-21T19:50;2014-05-21T23:30;645.0;30_3;621.0;4567865681326360_
Пономарев Александр Пантелеевич;7418_588783;Апатиты;Мурманск;2028-08-10T23:10;2028-08-11T08:10;;;770.0;4276755281166347_
Леонова Капитолина Святославовна;;;Староминская;2019-05-25T19:00;2019-05-26T18:16;;;541.0;5100447622284611_
Русаков Егор Артёмович;;;Без остановок;2013-01-00T12:00;2013-01-00T13:31;706.0;8_23;527.0;5400422670147011_
